,morning_1,morning_2,morning_3,morning_4,morning_5,amsnack_1,amsnack_2,lunch_1,lunch_2,lunch_3,lunch_4,lunch_5,pmsnack_1,pmsnack_2,dinner_1,dinner_2,dinner_3,dinner_4,dinner_5
392,Steamed pearl barley rice,Mandu (dumpling) chicken stew,Steamed aubergine with marinade sauce,Cabbage salad (lemon dressing),Young radish water kimchi,S orange juice (sugar-free),S peach walnut smoothie,Steamed corn rice (30),Seaweed mandu (dumpling) soup,Daikon and pear salad,Seasoned oyster mushroom,Young radish kimchi,S beef seaweed porridge,S soft tofu salad (oriental dressing),Pork and cabbage over rice,Oyster mushroom soup,Seasoned salad with spicy bean sprout,Stir-fried zucchini,Water kimchi
393,Steamed sweet rice (add),Mushroom soup,Seasoned salad with sweet potato stem in soy paste,Stir-fried vegetables and neobiani,Radish watery kimchi,S raisin potato bowl,S homestyle banana milk,Japanese style beef over rice (kyudon),Clear little neck clam soup,Vegetable croquette,Stir-fried zucchini and dried shrimp,Ponytail radish kimchi,S sweet pumpkin rice punch,S sesame milk soup,Steamed sorghum rice (30),Assorted mushroom stew,Seasoned salad with bellflower root,empty,Cucumber kimchi
394,Steamed sweet rice,Mandu (dumpling) chicken stew,Seasoned salad with broccoli in soy paste,Daikon and pear salad,Young radish water kimchi,S rice punch,S cream sauce spaghetti,Pork and cabbage over rice,Oyster mushroom soup,Stir-fried zucchini,Steamed seafood and sweet pumpkin,Sweet radish kimchi,S soft tofu salad (oriental dressing),S sweet potato shake,Steamed corn rice (30),Tofu shabu-shabu,Braised burdock slices and konjac,empty,Water kimchi
395,Steamed chestnut bean rice (30),Seaweed mandu (dumpling) soup,Braised pork roll with rice cake in soy sauce,Seasoned oyster mushroom,Ponytail radish kimchi,S raisin potato bowl,S aglio e olio spaghetti,Stir-fried rice with chicken and vegetables,Zucchini salted shrimp soup,Stir-fried jukkumi and vegetables in soy sauce,Steamed aubergine in sauce,Young radish kimchi,S homestyle banana milk,S rice-based beverage,Steamed pearl barley rice,Mandu (dumpling) soup,Seasoned salad with sweet potato stem in soy paste,Beans cooked in soy sauce,Kohlrabi watery kimchi
396,Steamed red bean rice,Sweet pumpkin salted shrimp soup,Stir-fried potato and dried persimmon,Stir-fried winter mushroom,Sweet radish kimchi,S solomon's seal tea,S sesame milk soup,Steamed red bean rice (40),Seaweed fulvescens sujebi soup,Stir-fried chicken in soy sauce without bones,Sedum and black sesame salad,Water kimchi,S homestyle strawberry milk,S soft tofu salad (oriental dressing),Steamed black rice (30),Assorted fried fish cake soup,Dried radish,Stir-fried zucchini,Radish kimchi cubes
397,Beef rice balls,Kimchi soup,Seasoned oyster mushroom,Cabbage salad (sesame dressing),Ponytail radish kimchi,S sweet persimmon (50g),S milk with misugaru (mixed grain powder),Steamed mixed-grain rice,Corn soup,Fresh kimchi with chicory,Rolled omelette,Young radish water kimchi,S beef broccoli porridge,S sweet pumpkin rice punch,Steamed brown rice (40),Bokchoy soup,Oi-sobagi,Braised beef in soy sauce,Kohlrabi watery kimchi
398,Steamed sweet rice (add),Mandu (dumpling) soup,Vegetable croquette,Seasoned bellflower root,Water kimchi,S raisin potato bowl,S tomato juice,Steamed sorghum rice (30),Oyster mushroom soup,Seasoned salad with sweet potato stem in soy paste,Seasoned salad with korean melon and overripe cucumber,Radish watery kimchi,S red bean porridge,S milk (100ml),Barbequed beef rice bowl with fried tofu,Crap soup,Stir-fried beef and tomato,Braised burdock slices and konjac,Pickled beet
399,Japanese style beef over rice (kyudon),Red bean porridge,Grilled mackerel in curry(fielet),Stir-fried dried shrimp and zucchini,Radish kimchi cubes,S cheese soft crab porridge,S rice-based beverage,Steamed chestnut rice,Mini udon (white wheat noodles) with deep-fried shrimp,Seasoned oyster mushroom,empty,Cucumber kimchi,S potato yoghurt salad,S walnut milk,Steamed sweet potato rice (30),Assorted mushroom stew,Stir-fried octopus and vegetables in spicy sauce,empty,Pickled cucumber
400,Steamed sweet rice,Mandu (dumpling) unpressed tofu stew,Seasoned salad with spicy bean sprout,Steamed aubergine in sauce,Young radish kimchi,S rice punch,S beef potato porridge,Deluxe rice with dried radish leaves + marinade sauce,Zucchini soup(clear),Seasoned salad with paprika in soy red chilli paste,Stir-fried jukkumi and vegetables in soy sauce,Young radish water kimchi,S walnut milk,S raisin potato bowl,Steamed corn rice (30),Oyster mushroom soup,Seasoned young pumpkin,Dried radish,Radish kimchi cubes
401,Steamed sweet rice (add),Brown kelp and potato soup,Braised burdock slices and konjac,Stir-fried zucchini and dried shrimp,Cucumber kimchi,S sweet potato shake,S rice-based beverage,Beef and aubergine over rice,Mini-ball rice cake seaweed soup,Vegetable croquette,empty,Kohlrabi watery kimchi,S beef burdock porridge,S soft tofu salad (oriental dressing),Steamed sweet potato rice (40),Mandu (dumpling) soup,Seasoned oyster mushroom,empty,Ponytail radish kimchi
402,Steamed chestnut bean rice,Seaweed mandu (dumpling) soup,Stir-fried dried shrimp and zucchini,Seasoned winter cabbage,Pickled beet,S beef radish porridge,S homestyle banana milk,Curried rice with chicken and potato + marinade sauce,Tofu shabu-shabu,Seasoned winter mushroom and chive,Boneless chicken steak with sauce,Radish kimchi cubes,S tomato juice,S raisin potato bowl,Steamed red bean rice (30),Kimchi tofu soup,Seasoned bellflower root,Stir-fried winter mushroom,Young radish water kimchi
403,Japanese style beef over rice (kyudon),Oyster mushroom soup,Seasoned salad with sweet potato stem in soy paste,Seasoned salad with perilla leaves in vinegar marinade,Ponytail radish kimchi,S beef corn porridge,S soft tofu salad (oriental dressing),Steamed sorghum rice (30),Mandu (dumpling) soup,Braised black beans and walnut,Seasoned salad with bellflower root,Kohlrabi watery kimchi,S rice-based beverage,S sweet potato shake,Steamed sweet rice (add),Young pumpkin soup(clear),Seasoned oyster mushroom,Seasoned winter mushroom,Pickled cucumber
404,Beef and aubergine over rice,Tofu shabu-shabu,Seasoned salad with shepherd's purse in soy paste,Vegetable croquette,Radish kimchi cubes,S homestyle banana milk,S egg carrot porridge,Steamed chestnut bean rice,Shiitake mushroom stew,Stir-fried potato and paprika,empty,Water kimchi,S korean melon salad,S solomon's seal tea,Steamed red bean rice (30),Halibut seaweed soup,Stir-fried zucchini and dried shrimp,empty,Radish watery kimchi
405,Chicken-mayo rice bowl,Young pumpkin soup,Steamed pork rib and potato,Stir-fried boneless pork and kimchi,Sweet radish kimchi,S pollack porridge,S korean melon (50g),Steamed corn rice,Napa cabbage soup with glass noodles,Seasoned salad with winter cabbage,Scrambled eggs,Ponytail radish kimchi,S homestyle blueberry milk,S sweet pumpkin rice punch,Steamed sweet barley rice (30),Shepherd's purse soy paste soup,Stir-fried potato(shredded),Stir-fried jukkumi and vegetables in soy sauce,Young radish water kimchi
406,Steamed corn rice (30),Seaweed mandu (dumpling) soup,Stir-fried winter mushroom,Seasoned young pumpkin,Sweet napa cabbage watery kimchi,S rice-based beverage,S soft tofu salad (oriental dressing),Steamed sweet rice,Oyster mushroom soup,Seasoned young pumpkin,Stir-fried tofu and vegetables in oyster sauce,Young radish kimchi,S homestyle banana milk,S tofu vagetable porridge,Pork and cabbage over rice,Mandu (dumpling) chicken stew,Steamed aubergine with marinade sauce,Seasoned salad with spicy bean sprout,Radish watery kimchi
407,Steamed sweet rice and red bean,Clam soy paste stew,Stir-fried dried shrimp and zucchini,Braised black beans and walnut,Cucumber kimchi,S raisin potato bowl,S walnut milk,Steamed red bean rice (30),Assorted mushroom stew,Braised meat ball and paprika,Seasoned oyster mushroom,Pickled beet,S cheese soft crab porridge,S tomato juice,Steamed sweet rice (add),Mandu (dumpling) soup,Seasoned salad with bellflower root,empty,Ponytail radish kimchi
408,Japanese style beef over rice (kyudon),Mini-ball rice cake seaweed soup,Steamed eggs with vegetables,Seasoned salad with sweet potato stem in soy paste,Water kimchi,S rice-based beverage,S soft tofu salad (oriental dressing),Rice with beans (40),Tofu shabu-shabu,Dried radish,Seasoned salad with aubergine in marinade sauce,Radish kimchi cubes,S sweet potato shake,empty,Steamed sweet rice,Oyster mushroom soup,Vegetable croquette,empty,Winter cabbage kimchi
409,Beef and aubergine over rice,Napa cabbage soup with glass noodles,Stir-fried octopus and vegetables in spicy sauce,Stir-fried dried shrimp and zucchini,Cucumber kimchi,S tomato juice,S macaroni and vegetable salad,Steamed red bean rice (30),Mandu (dumpling) soup,Seasoned salad with korean melon and overripe cucumber,Seasoned salad with bellflower root,Young radish water kimchi,S beef burdock porridge,S milk with misugaru (mixed grain powder),Steamed sweet rice (add),Pork back-bone stew,Roasted aubergine,empty,Ponytail radish kimchi
410,Steamed sweet rice,Seaweed fulvescens tofu soup,Seasoned salad with spicy bean sprout,Stir-fried jukkumi and vegetables in soy sauce,Pickled beet,S sweet pumpkin rice punch,S steamed sweet potato,Pork and cabbage over rice,Zucchini soup(clear),Stir-fried zucchini,Steamed aubergine with marinade sauce,Water kimchi,S soft tofu salad (oriental dressing),S walnut milk,Steamed corn rice (30),Mandu (dumpling) unpressed tofu stew,Steamed aubergine in sauce,Seasoned salad with sweet potato stem in soy paste,Radish kimchi cubes
411,Japanese style beef over rice (kyudon),Mandu (dumpling) soup,Stir-fried dried shrimp and zucchini,Pan-fried ham tuna and vegetables,Ponytail radish kimchi,S raisin potato bowl,S beef burdock porridge,Steamed sweet rice (add),Bean powder summer radish soy paste soup,Dried radish,Seasoned salad with shepherd's purse,Pickled cucumber,S homestyle blueberry milk,S tomato juice,Steamed pearl barley rice (40),Old pumpkin soup,Pan-fried mushroom,empty,Sweet radish kimchi
412,Pork and cabbage over rice,Oyster mushroom soup,Stir-fried tofu and vegetables in oyster sauce,Seasoned salad with sweet potato stem in soy paste,Young radish water kimchi,S rice punch,S sweet potato salad (mayonnaise),Steamed sweet rice,Beef brisket soy paste soup,Steamed aubergine in sauce,Stir-fried zucchini,Water kimchi,S sweet potato shake,S soft crab veggie soup,Steamed corn rice (30),Tofu shabu-shabu,Stir-fried jukkumi and vegetables in soy sauce,Seasoned salad with spicy bean sprout,Pickled beet
413,Curried rice with pork,Brown kelp and potato soup,Seasoned salad with spicy green bean sprout and cucumber,Macaroni and vegetable salad (mayonnaise),Seasoned salad with pickled daikon,S sweet potato shake,S carrot soup,Steamed sweet potato rice,Pork shoulder kimchi soup,Stir-fried cucumber,Braised chicken drumsticks and beef in soy sauce,Water kimchi,S black sesame soy milk (100ml),S scrambled eggs with vegetables,Steamed chestnut red bean sweet rice (30),Sliced potato soup,Seasoned salad with broccoli in soy paste,Pan-fried winter mushroom with eggs,Pickled beet
414,Steamed sweet rice,Crab soup,Seasoned salad with spicy bean sprout,Steamed aubergine in sauce,Young radish kimchi,S aglio e olio spaghetti,S raisin potato bowl,Steamed corn rice (30),Mandu (dumpling) chicken stew,Stir-fried jukkumi and vegetables in soy sauce,Seasoned salad with sweet potato stem in soy paste,Ponytail radish kimchi,S homestyle banana milk,S rice-based beverage,Stir-fried rice with chicken and vegetables,Tofu shabu-shabu,Seasoned perilla leaf,empty,Radish kimchi cubes
415,Pork and cabbage over rice,Zucchini soup(clear),Seasoned salad with bellflower root and sliced cuttlefish,Pan-fried vegetables with crushed tofu,Young radish water kimchi,S rice punch,S soft tofu salad (oriental dressing),Steamed sweet rice and brown rice (40),Seaweed mandu (dumpling) soup,Stir-fried barbequed beef and mushroom,Stir-fried dried shrimp and zucchini,Pickled beet,S sweet potato shake,S tofu vagetable porridge,Steamed pearl barley rice,Zucchini salted shrimp soup,Steamed potato,empty,Sweet radish kimchi
416,Beef rice ball with seaweed flakes,Oyster mushroom soup,Seasoned salad with sweet potato stem in soy paste,Seasoned salad with spicy bean sprout,Ponytail radish kimchi,S milk (100ml),S raisin potato bowl,Steamed sweet rice,Tofu shabu-shabu,Seasoned young pumpkin,Steamed aubergine in sauce,Perilla leaf kimchi,S rice-based beverage,S beef potato porridge,Steamed corn rice (30),Mandu (dumpling) soup,Dried radish,Steamed aubergine with marinade sauce,Pickled cucumber
417,Steamed sweet potato rice (40),Spicy zucchini soup,Stir-fried chicken in soy sauce without bones,Braised korean kebab in soy sauce,Young radish kimchi,S grape juice,S napa cabbage mushroom porridge,Steamed potato rice,Zucchini soup,Braised sweet potato and quail eggs,Seasoned salad with chwinamul in soy paste,Cucumber kimchi,S sweet pumpkin salad (mayonnaise),S milk with misugaru (mixed grain powder),Steamed sweet rice,Fried fish paste soup(clear),Seasoned winter cabbage,empty,Pickled beet
418,Steamed corn rice (30),Tofu shabu-shabu,Seasoned salad with spicy bean sprout,Seasoned salad with sweet potato stem in soy paste,Sweet napa cabbage watery kimchi,S soft tofu salad (oriental dressing),S peach walnut smoothie,Steamed sweet rice,Corn soup,Stir-fried dried shrimp and zucchini,Cream tteokbokki (stir-fried rice cake),Radish kimchi cubes,S orange juice (sugar-free),S cuttlefish veggie porridge,Japanese style beef over rice (kyudon),Oyster mushroom soup,Steamed aubergine in sauce,Seasoned oyster mushroom,Green onion kimchi
419,Steamed red bean rice (30),Young pumpkin soup(clear),Stir-fried barbequed beef and mushroom,Braised burdock slices and konjac,Young radish kimchi,S cream risotto,S raisin potato bowl,Steamed chestnut bean rice,Mandu (dumpling) soup,Seasoned salad with shepherd's purse,Seasoned salad with aubergine in marinade sauce,Water kimchi,S milk (100ml),S sweet pumpkin rice punch,Beef and aubergine over rice,Mushroom soup,Roasted aubergine,empty,Pickled cucumber
420,Steamed chestnut red bean sweet rice (30),Mung bean jelly soup,Stir-fried boneless pork and kimchi,Stir-fried cucumber,Seasoned salad with pickled daikon,S carrot soup,S rice-based beverage,Curried rice with pork,Red bean porridge,Pan-fried winter mushroom with eggs,Seasoned salad with broccoli in soy paste,Radish kimchi cubes,S scrambled eggs with vegetables,S homestyle banana milk,Steamed sweet potato rice,Green bean sprout soup with glass noodles,Macaroni and vegetable salad (mayonnaise),empty,Young radish water kimchi
421,Steamed sweet rice,Maesaengyi mussel soup,Seasoned salad with spicy bean sprout,Sedum and black sesame salad,Ponytail radish kimchi,S beef seaweed porridge,S peach walnut smoothie,Rice (extra),Potato egg soup,Steamed eggs with sweet pumpkin,Seasoned curled mallow,Young radish kimchi,S yuzu tea,S raisin potato bowl,Steamed red bean rice (30),Mushroom stew in soy sauce,Seasoned salad with dried cuttlefish and dried radish,Cream tteokbokki (stir-fried rice cake),Pickled beet
422,Steamed brown sweet rice,Short-necked clam soup,Stir-fried chicken in soy paste without bones,Stir-fried zucchini with bean powder,White kimchi,S sweet potato shake,S black sesame soy milk (100ml),Steamed sweet potato rice (30),Seafood soup,Seasoned salad with broccoli in red chilli paste with vinegar,Seasoned salad with chicory in yuzu marinade,Water kimchi,S red bean porridge,S soft tofu salad (oriental dressing),Steamed sweet rice (add),Sujebi soup,Braised chicken drumsticks in sauce,empty,Perilla leaf kimchi
423,Steamed chestnut bean rice,Potato onion soup,Stir-fried pork and kimchi,Seasoned salad with spicy bean sprout,Radish kimchi cubes,S sweet pumpkin rice punch,S sweet potato salad (mayonnaise),Japanese style beef over rice (kyudon),Oyster mushroom soup,Daikon and pear salad,Stir-fried dried shrimp and zucchini,Young radish water kimchi,S homestyle banana milk,S chwinamul soy paste porridge,Steamed red bean rice (30),Zucchini soup(clear),Dried radish,Roasted potato with butter,Ponytail radish kimchi
424,Steamed pearl barley rice (30),Zucchini salted shrimp soup or stew,Seasoned salad with sweet potato stem in soy paste,Seasoned winter mushroom,Water kimchi,S homestyle blueberry milk,S pine nut sweet rice porridge,Beef vegetable fried rice,Cold bean sprout soup(kelp stock),Seasoned salad with egg plant,Pan-fried mung bean,Pickled beet,S rice-based beverage,S korean melon salad,Steamed sweet rice and red bean,Seaweed mandu (dumpling) soup,Seasoned salad with deodeok and apple,Stir-fried zucchini,Perilla leaf kimchi
425,Curried rice with tofu,Bean powder mugwort soup,Pan-fried dried shrimp and curled mallow,empty,Young radish water kimchi,S soft tofu salad (oriental dressing),S homestyle banana milk,Steamed red bean rice (30),Mandu (dumpling) soup,Pan-fried corn with cheese,empty,Pickled korean style daikon,S tomato juice,S red bean porridge,Steamed sweet rice (add),Mandu (dumpling) unpressed tofu stew,Stir-fried zucchini and salted shrimp,empty,Ponytail radish kimchi
426,Curried rice with chicken and potato + marinade sauce,Mandu (dumpling) chicken stew,Omelette with cheese,Seasoned salad with spicy bean sprout,Pickled beet,S acorn jelly soup,S milk (100ml),Steamed sweet rice,Oyster mushroom soup(clear),Stir-fried dried shrimp and zucchini,Daikon and pear salad,Water kimchi,S rice-based beverage,S raisin potato bowl,Steamed corn rice (30),Red bean porridge,Steamed aubergine in sauce,Stir-fried jukkumi and vegetables in soy sauce,Radish kimchi cubes
427,Steamed sweet potato rice (40),Beef bone-broth green onion soup,Stir-fried mushroom and eggs,Pork stir-fried with black bean paste,Radish watery kimchi,S jujube milk soup,S sweet pumpkin rice punch,Pork curry fried rice,Brown kelp and potato soup,Seasoned shepherd's purse,Soft tofu salad (oriental dressing),Seasoned salad with pickled daikon,S sweet persimmon (50g),S milk (200ml),Steamed pearl barley rice,Assorted fried fish paste soup,Braised tofu in marinade sauce,Stir-fried zucchini,Sweet napa cabbage watery kimchi
428,Steamed sorghum rice (30),Crap soup,Dried radish,Rolled omelette,Ponytail radish kimchi,S milk with misugaru (mixed grain powder),S raisin potato bowl,Steamed mixed-grain rice,Bokchoy soup,Braised beef in soy sauce,Oi-sobagi,Kohlrabi watery kimchi,S beef broccoli porridge,S rice-based beverage,Beef rice balls,Brown kelp and salted shrimp soup,Seasoned oyster mushroom,Cabbage salad (sesame dressing),Radish kimchi cubes
429,Steamed corn rice (30),Tofu shabu-shabu,Seasoned salad with sweet potato stem in soy paste,Braised paprika and fried fish paste,Water kimchi,S aglio e olio spaghetti,S soft tofu salad (oriental dressing),Steamed sweet rice,Oyster mushroom soup,Pan-fried mung bean and kimchi,Rolled omelette with perilla leaves,Young radish water kimchi,S sweet potato shake,S sweet pumpkin rice punch,Japanese style beef over rice (kyudon),Zucchini salted shrimp stew,Stir-fried zucchini,empty,Seasoned salad with pickled daikon
430,Steamed sweet rice (add),Kimchi tofu soup,Steamed pork rib and potato,Steamed aubergine in sauce,Pickled beet,S rice-based beverage,S peach walnut smoothie,Steamed red bean rice (30),Seaweed mandu (dumpling) soup,Seasoned young pumpkin,Steamed aubergine with marinade sauce,Ponytail radish kimchi,S raisin potato bowl,empty,Pork and cabbage over rice,Mandu (dumpling) chicken stew,Macaroni and vegetable salad (mayonnaise),Seasoned salad with cucumber,Young radish kimchi
431,Steamed chestnut bean rice,Tofu potato soup,Braised konjac and quail eggs,Pan-fried brown kelp and potato,Young radish water kimchi,S soft tofu salad (oriental dressing),S milk with misugaru (mixed grain powder),Steamed black rice (40),Shrimp spinach soup,Stir-fried broccoli and vegetables,Fresh kimchi winter cabbage,Water kimchi,S rice porridge,S orange juice (sugar-free),Beef rice ball with seaweed flakes,Potato zucchini soup,Cabbage wraps,empty,Radish kimchi cubes
432,Steamed sweet rice,Tofu shabu-shabu,Seasoned salad with spicy bean sprout,Braised anchovy and sweet napa cabbage,Pickled beet,S sweet potato shake,S solomon's seal tea,Pork and cabbage over rice,Oyster mushroom soup,Stir-fried zucchini,Steamed aubergine in sauce,Ponytail radish kimchi,S beef seaweed porridge,S raisin potato bowl,Steamed corn rice (30),Bean sprout beef stew,Seasoned young pumpkin,Dried radish,Young radish kimchi
433,Steamed sweet potato rice (30),Young pumpkin soup(clear),Stir-fried chicken and pyogo mushroom,Stir-fried dried shrimp and zucchini,Kohlrabi watery kimchi,S homestyle banana milk,S rice-based beverage,Curried rice with chicken and potato + marinade sauce,Mandu (dumpling) soup,Stir-fried zucchini and dried shrimp,Vegetable croquette,Radish kimchi cubes,S soft tofu salad (oriental dressing),empty,Steamed sweet rice and red bean,Mini-ball rice cake seaweed soup,Braised burdock slices and konjac,Seasoned oyster mushroom,Cucumber kimchi
434,Beef and aubergine over rice,Assorted mushroom stew,Braised burdock slices and konjac,Seasoned oyster mushroom,Cucumber kimchi,S homestyle banana milk,S potato salad,Steamed chestnut bean rice,Mandu (dumpling) soup,Stir-fried zucchini and dried shrimp,Pan-fried beef and maesaengyi,Radish kimchi cubes,S rice-based beverage,empty,Steamed sorghum rice (30),Young pumpkin soup(clear),Pan-fried shredded potato,Seasoned winter mushroom,Perilla leaf kimchi
435,Steamed corn rice (30),Seaweed mandu (dumpling) soup,Daikon and pear salad,Stir-fried jukkumi and vegetables in soy sauce,Ponytail radish kimchi,S sweet pumpkin rice punch,S sweet pumpkin salad (mayonnaise),Japanese style beef over rice (kyudon),Oyster mushroom soup,Seasoned salad with spicy bean sprout,Stir-fried zucchini,Pickled beet,S cream sauce spaghetti,S sweet potato shake,Steamed sweet rice,Tofu shabu-shabu,Seasoned salad with sweet potato stem in soy paste,empty,Young radish water kimchi
436,Pork and cabbage over rice,Mandu (dumpling) chicken stew,Braised burdock slices and konjac,Braised pork shanks,Radish kimchi cubes,S soft tofu salad (oriental dressing),S red bean porridge,Steamed chestnut bean rice (30),Seaweed fulvescens tofu soup,Steamed aubergine in sauce,Spicy barbequed pork belly and cuttlefish,Young radish kimchi,S homestyle banana milk,S rice-based beverage,Steamed pearl barley rice,Sakhalin surf-clam soup,Steamed aubergine with marinade sauce,Pan-fried dried shrimp and curled mallow,Water kimchi
437,Japanese style beef over rice (kyudon),Oyster mushroom soup,Stir-fried zucchini,Stir-fried jukkumi and vegetables in soy sauce,Sweet napa cabbage watery kimchi,S orange juice (sugar-free),S cream risotto,Steamed red bean rice (40),Tofu shabu-shabu,Seasoned oyster mushroom,Seasoned salad with spicy bean sprout,Young radish water kimchi,S raisin potato bowl,S sweet potato shake,Steamed sweet rice,Zucchini soup(clear),Deep-fried vegetables,Seasoned salad with sweet potato stem in soy paste,Ponytail radish kimchi
438,Beef and aubergine over rice,Mini-ball rice cake seaweed soup,Stir-fried zucchini and dried shrimp,Seasoned winter mushroom,Pickled beet,S red bean porridge,S homestyle banana milk,Steamed sorghum rice (30),Spring onion egg soup,Braised burdock slices and fried fish paste,Stir-fried dried shrimp and zucchini,Cucumber kimchi,S rice-based beverage,S soft tofu salad (oriental dressing),Steamed sweet rice (add),Mandu (dumpling) soup,Vegetable croquette,empty,Radish kimchi cubes
439,Steamed sweet rice,Oyster mushroom soup,Stir-fried zucchini,Stir-fried jukkumi and vegetables in soy sauce,Seasoned salad with pickled daikon,S beef seaweed porridge,S sweet potato shake,Steamed corn rice (30),Mandu (dumpling) chicken stew,Seasoned oyster mushroom,Braised tomato tofu and daikon,Young radish kimchi,S rice punch,S raisin potato bowl,Pork and cabbage over rice,Konjac fried fish paste soup,Seasoned salad with spicy bean sprout,(chilli powder-free) braised cutlassfish,Water kimchi
440,Japanese style beef over rice (kyudon),Cold korean melon seaweed soup,(chilli powder-free) seasoned salad with chive and apple,Seasoned salad with sweet potato stem in soy paste,Radish kimchi cubes,S beef potato porridge,S peach walnut smoothie,Steamed sweet rice (add),Sweet pumpkin salted shrimp soup,Steamed seafood,Braised mini-potato,Ponytail radish kimchi,S potato salad,S barley tea,Steamed chestnut bean rice (30),Cream soup,Pan-fried mung bean and kimchi,Seasoned salad with winter cabbage,Young radish water kimchi
441,Stir-fried rice with broccoli and vegetables,Oyster mushroom soup,Seasoned oyster mushroom,Seasoned salad with paprika in yuzu marinade,Young radish kimchi,S raisin potato bowl,S red bean porridge,Steamed red bean rice (30),Tofu shabu-shabu,Stir-fried zucchini and dried shrimp,Seasoned winter mushroom,Water kimchi,S milk (100ml),S omija ice cream,Steamed chestnut bean rice,Mandu (dumpling) soup,Braised burdock slices and konjac,Rolled omelette with perilla leaves,Pickled beet
442,Steamed sweet rice,Mandu (dumpling) chicken stew,Daikon and pear salad,Stir-fried jukkumi and vegetables in soy sauce,Ponytail radish kimchi,S tofu vagetable porridge,S milk with misugaru (mixed grain powder),Pork and cabbage over rice,Rich soy paste stew,Stir-fried tofu and vegetables in oyster sauce,Stir-fried anchovy with perilla leaves,Young radish water kimchi,S raisin potato bowl,S homestyle banana milk,Steamed corn rice (30),Kimchi soup(clear),Stir-fried winter mushroom,empty,Seasoned salad with pickled daikon
443,Steamed chestnut bean rice (30),Zucchini salted shrimp soup,Pan-fried potato with perilla leaves,Seasoned salad with spicy bean sprout,Young radish kimchi,S sweet potato shake,S soft tofu salad (oriental dressing),Japanese style beef over rice (kyudon),Tofu shabu-shabu,Seasoned oyster mushroom,Seasoned salad with sweet potato stem in soy paste,Water kimchi,S rice-based beverage,S aglio e olio spaghetti,Steamed pearl barley rice,Seaweed mandu (dumpling) soup,Stir-fried dried shrimp and zucchini,Pan-fried winter mushroom with eggs,Pickled beet
444,Steamed sweet rice (add),Spicy zucchini soup,Braised semi dried pollack in sweet soy sauce,Rolled omelette,Perilla leaf kimchi,S sweet pumpkin rice punch,S milk with misugaru (mixed grain powder),Steamed brown rice (30),Zucchini soup,Coleslaw,Pan-fried meat ball,Ponytail radish kimchi,S melon (50g),S napa cabbage mushroom porridge,Stir-fried rice with eggs and mushroom,Veggie soup,Stir-fried spring parsley,Seasoned curled mallow,Young radish water kimchi
445,Beef and aubergine over rice,Assorted mushroom stew,Seasoned salad with perilla leaves in vinegar marinade,Seasoned salad with paprika in soy red chilli paste,Radish kimchi cubes,S beef burdock porridge,S rice-based beverage,Steamed sorghum rice (30),Mandu (dumpling) unpressed tofu stew,Seasoned salad with aubergine in marinade sauce,Roasted aubergine,Pickled beet,S soft tofu salad (oriental dressing),S sweet potato shake,Steamed chestnut bean rice,Young pumpkin soup(clear),Braised burdock slices and konjac,Stir-fried dried shrimp and zucchini,Water kimchi
446,Steamed corn rice (30),Oyster mushroom soup(clear),Seasoned salad with sweet potato stem in soy paste,Steamed aubergine in sauce,Young radish water kimchi,S orange juice (sugar-free),S sweet potato mattang (sugar-glazed deep-fried sweet potato wedge),Steamed sweet rice,Tofu shabu-shabu,Stir-fried jukkumi and vegetables in soy sauce,Braised pork roll with rice cake in soy sauce,Young radish kimchi,S walnut milk,S potato salad,Rice (extra),Clam curled mallow soup,Daikon and pear salad,Seasoned salad with spicy bean sprout,Ponytail radish kimchi
447,Steamed red bean rice (40),Mandu (dumpling) chicken stew,Stir-fried dried shrimp and zucchini,Roasted aubergine,Pickled korean style daikon,S homestyle blueberry milk,S anchovy veggie porridge,Steamed pearl barley rice,Mandu (dumpling) soup,Seasoned salad with oyster mushroom,Seasoned salad with deodeok and apple,Radish kimchi cubes,S soft tofu salad (oriental dressing),S rice-based beverage,Curried rice with tofu,Curled mallow and river snail soup,Seasoned winter mushroom,Seasoned salad with aubergine,Pickled beet
448,Stir-fried rice with cherry tomato and shrimp,Sujebi with potato soup,Stir-fried zucchini,Stir-fried soft crab and vegetables,Water kimchi,S misugaru (mixed grain powder),S raisin potato bowl,Steamed chestnut rice (40),Shredded radish onion soup,Pan-fried mushroom,Stir-fried chicken in soy sauce without bones,Ponytail radish kimchi,S banana shake,S sesame milk soup,Steamed mung bean rice,Mushroom stew,Mixed noodles with vegetables,empty,Young radish water kimchi
449,Pork and cabbage over rice,Tofu shabu-shabu,Cucumber and tomato salad (balsamic vinegar dressing),Stir-fried jukkumi and vegetables in soy sauce,Young radish kimchi,S sweet potato shake,S rice-based beverage,Steamed sweet rice,Potato zucchini soup,Seasoned oyster mushroom,Pan-fried dried shrimp and curled mallow,Radish kimchi cubes,S soft tofu salad (oriental dressing),empty,Steamed corn rice (30),Oyster mushroom soup,Braised pork shanks,Dried radish,Pickled beet
