,morning_1,morning_2,morning_3,morning_4,morning_5,amsnack_1,amsnack_2,lunch_1,lunch_2,lunch_3,lunch_4,lunch_5,pmsnack_1,pmsnack_2,dinner_1,dinner_2,dinner_3,dinner_4,dinner_5
383,Steamed sweet rice,Tofu potato soup,Three-color steamed eggs,Sprout salad,Ponytail radish kimchi,S paprika stick,S milk (100ml),Steamed corn rice,Beef brisket soy paste soup,Cream tteokbokki (stir-fried rice cake),Pan-fried brown kelp and potato,Radish kimchi cubes,S grilled rice cake,S yuzu tea,Steamed pearl barley rice,Oyster mushroom soup,Stir-fried jukkumi and vegetables in soy sauce,Fresh kimchi winter cabbage,Pickled beet
384,Steamed chestnut bean rice,Tofu shabu-shabu,Soy sauce-braised pork and button mushrooms,Stir-fried zucchini,Young radish kimchi,S cheese,S sweet potato shake,Pork and cabbage over rice,Spring onion soy paste soup,Roasted chicken drumstick,Seasoned young pumpkin,Water kimchi,S orange (50g),S rice punch,Steamed mixed-grain rice,Octopus soup,Grilled short rib patties(pork),Salted sea lettuce,Cucumber kimchi
385,Steamed sweet rice,Zucchini salted shrimp soup or stew,Steamed chicken with vegetables,Lotus root and black sesame salad,Radish watery kimchi,S watermelon (100g),empty,Stir-fried rice with chicken breast and paprika,Mini udon with fried tofu,Pan-fried vegetables with lotus root,Fruit salad,Pickled beet,S apple (50g),S milk (150ml),Steamed sweet rice,Seaweed mandu (dumpling) soup,Pan-fried meat and perilla leaf,Seasoned bellflower root,Ponytail radish kimchi
386,Steamed sweet rice (30),Red bean porridge,Stir-fried zucchini with bean powder,Seasoned winter mushroom,Perilla leaf kimchi,S paprika stick,S milk (100ml),Beef and aubergine over rice,Veggie soup,Deep-fried spring rolls,Tomato cheese salad,Pickled beet,empty,S homestyle banana milk,Steamed chestnut bean rice,Mandu (dumpling) soup,Barbequed beef,Seasoned salad with aubergine,Kohlrabi watery kimchi
387,Steamed rice (30),Minced beef bean sprout soup,Stir-fried vegetables and eggs,Dried radish,Young radish water kimchi,S orange (50g),S milk with misugaru (mixed grain powder),Stir-fried rice with shrimp and garlic flakes,Dried bonito soy paste soup,Seasoned salad with soft crab in mayonnaise,Macaroni and vegetable salad (mayonnaise),Radish kimchi cubes,S raisin potato bowl,S rice-based beverage,Steamed mixed-grain rice,Curled mallow soup(clear),Pork stir-fried with black bean paste,Fresh kimchi with spring parsley,Kohlrabi watery kimchi
388,Rice with beans,Curled mallow and river snail soup,Pan-fried winter mushroom with eggs,Seasoned salad with deodeok and apple,Sweet napa cabbage watery kimchi,S orange (50g),S milk (100ml),Beef and aubergine over rice,Potato soup,Roasted aubergine,Cabbage salad in yuzu marinade,Pickled beet,S soft tofu salad (oriental dressing),S hot chocolate,Steamed pearl barley rice,Bean sprout beef stew,Steamed pork and sweet pumpkin,Seasoned salad with spicy bean sprout,Ponytail radish kimchi
389,Rice (extra),Red bean porridge,Braised pork and quail egg in soy sauce,Macaroni and vegetable salad,Perilla leaf kimchi,S kiwi (50g),S yoghurt (100ml),Beef bibimbap,Oyster mushroom soup,Stir-fried dried shrimp and zucchini,Seasoned salad with shepherd's purse,Radish kimchi cubes,S pear (50g),S milk (100ml),Steamed sweet rice,Mandu (dumpling) soup,Braised chicken(breast) in teriyaki sauce,Seasoned salad with paprika in yuzu marinade,Cucumber kimchi
390,Steamed sweet rice,Seaweed mandu (dumpling) soup,Steamed eggs (40g),Daikon and pear salad,Ponytail radish kimchi,S grape (100g),S milk (100ml),Pork and cabbage over rice,Potato egg soup,Deep-fried sweet potato,Cucumber salad,Pickled beet,S orange (50g),S yoghurt (100ml),Steamed chestnut bean rice,Mild chicken stew,Steamed pork shank,Seasoned salad with egg plant,Water kimchi
391,Beef rice ball with seaweed flakes,Miso paste broth,Scrambled eggs,Banana apple kiwi salad,Young radish water kimchi,S melon (50g),S sweet pumpkin rice punch,Steamed pearl barley rice,Potato soup,Pan-fried winter mushroom with eggs,Seasoned salad with lettuce and acorn jelly and vegetables,Radish kimchi cubes,S milk bread roll + strawberry jam,S milk (200ml),Rice with beans,Chive soup,Stir-fried jukkumi and rice cake,Stir-fried zucchini and vegetables,Perilla leaf kimchi
392,Steamed sorghum rice,Beef green bean sprout soup,Braised meat ball in ketchup,Stir-fried potato and fried fish paste,Cucumber kimchi,S pear (50g),S milk (150ml),Japanese style beef over rice (kyudon),Young pumpkin soup(clear),Vegetable croquette,Macaroni and vegetable salad (mayonnaise),Young radish kimchi,empty,S homestyle banana milk,Steamed sweet rice,Assorted mushroom stew,Boiled and cooled pork slices,Seasoned salad with shepherd's purse,Pickled beet
393,Steamed sweet rice and brown rice,Rich soy paste stew,Pan-fried dried shrimp and curled mallow,Seasoned salad with bellflower root and pear,Radish watery kimchi,S tomato (100g),S milk (100ml),Beef and aubergine over rice,Tofu shabu-shabu,Steamed eggs (40g),Macaroni corn salad,Young radish water kimchi,S watermelon (100g),empty,Steamed chestnut bean rice,Kimchi tofu stew,Stir-fried spicy jukkumi,Braised burdock slices and konjac,Radish kimchi cubes
394,Steamed sweet rice,Short rib beef soup,Egg rolls with cheese,Seasoned salad with shepherd's purse,Ponytail radish kimchi,S apple (50g),S homestyle banana milk,Stir-fried rice with broccoli and vegetables,Mini udon with fried tofu,Seasoned mandu (dumpling),Apple orange salad (yoghurt dressing),Pickled beet,S orange (50g),S mango juice,Steamed sorghum rice,Beef bone-broth green onion soup,Stir-fried cuttlefish and shrimp,Stir-fried dried shrimp and zucchini,Cucumber kimchi
395,Steamed rice (30),Potato onion soup,(low-salt) braised chicken in teriyaki sauce,Stir-fried soft crab and vegetables,Sweet napa cabbage watery kimchi,S watermelon (100g),empty,Steamed sweet rice,Mandu (dumpling) soup,Stir-fried beef and mushroom,Green bean sprouts seasoned with red chili-pepper paste with vinegar,Radish kimchi cubes,S egg toast,S milk (150ml),Steamed chestnut bean rice,Assorted mushroom stew,Stir-fried vegetables and neobiani,Deep-fried vegetables,Water kimchi
396,Steamed sweet rice,Bean powder mugwort  soup,Soy sauce-braised beef and eggs,Braised chilli pepper and dried pollack in soy sauce,Sweet napa cabbage watery kimchi,Fruit salad,S milk (150ml),Steamed sweet rice and red bean,Seaweed soup,Steamed pork shank,Seasoned salad with paprika in yuzu marinade,Pickled beet,S grape (100g),S green plum tea,Rice with beans,Crab soup(clear),Stir-fried jukkumi and,Stir-fried zucchini with bean powder,Ponytail radish kimchi
397,Steamed sweet potato rice,Mushroom beef stew,Steamed chicken drumsticks in curry,Seasoned salad with sweet potato stem in soy paste,Radish kimchi cubes,S korean melon salad,S milk (200ml),Beef and aubergine over rice,Young pumpkin soup(clear),Vegetable croquette,Apple salad (balsamic vinegar dressing),Water kimchi,S orange (50g),S misugaru (mixed grain powder),Steamed chestnut bean rice,Cod(fielet)  soup,Braised beef and zucchini,Braised burdock slices and konjac,Young radish water kimchi
398,Steamed sorghum rice,Cod(fielet)  soup,Steamed tofu + marinade sauce,Seasoned salad with salted seaweed,Ponytail radish kimchi,S orange (100g),S milk (150ml),Steamed sweet rice and red bean,Tofu shabu-shabu,Pan-fried mushroom,Stir-fried potato and fried fish paste,Water kimchi,S soft tofu salad (oriental dressing),S omija ice cream,Rice with beans,Little neck clam soup(clear),Stir-fried jukkumi and,Seasoned salad with chwinamul in soy paste,Pickled beet
399,Steamed red bean rice,Seaweed mandu (dumpling) soup,Steamed tofu,Seasoned salad with sweet potato stem in soy paste,Sweet napa cabbage watery kimchi,S kiwi (50g),S yoghurt (100ml),Beef and aubergine over rice,Dried bonito soy paste soup,Roasted potato with butter,Corn salad,Pickled beet,S egg toast,S milk (150ml),Steamed corn rice,Perilla leaf soy paste stew,Steamed chicken in curry,Stir-fried zucchini,Radish kimchi cubes
400,Steamed corn rice,Mild chicken stew,Omelette with cheese,Cabbage salad (lemon dressing),White kimchi,S sweet green tea and chestnut jelly,S homestyle banana milk,Pork and cabbage over rice,Spring onion soy paste soup,Grilled corn with butter,Sweet potato mash,Kohlrabi watery kimchi,S sweet persimmon (50g),S milk (100ml),Steamed rice,Minced beef bean sprout soup,Grilled spanish mackerel and lemon,Stir-fried dried shrimp and zucchini,Ponytail radish kimchi
401,Paprika rice ball with fried tofu,Napa cabbage soup(clear),Stir-fried tomato and eggs,Coleslaw,Pickled beet,S mandarin (80g),S black sesame soy milk (100ml),Steamed pearl barley rice,Mandu (dumpling) soup,Steamed fish and zucchini,Pan-fried mung bean and kimchi,Young radish water kimchi,empty,S milk (150ml),Steamed chestnut bean rice,Fried fish paste soup,Stir-fried spicy jukkumi,Cabbage wraps,Radish kimchi cubes
402,Steamed mixed-grain rice,Tofu potato soup,Stir-fried chive and eggs,Seasoned salad with perilla leaves in vinegar marinade,Ponytail radish kimchi,S orange (50g),S milk with misugaru (mixed grain powder),Stir-fried rice beef in oyster sauce,Spring onion soup,Braised mini-potato,Pineapple corn salad,Water kimchi,S watermelon punch (without milks),empty,Steamed chestnut bean rice,Chive shrimp soup,Braised pork and lotus root,Stir-fried potato(shredded),Sweet napa cabbage watery kimchi
403,Steamed sweet potato rice,Mini-ball rice cake seaweed soup,Parboiled cuttlefish and broccoli,Seasoned salad with sweet potato stem in soy paste,Radish kimchi cubes,S cheese,S tomato juice,Stir-fried rice with broccoli and vegetables,Oyster mushroom soup,Vegetable croquette,Cucumber salad,Pickled beet,S tangerine (50g),S milk (100ml),Steamed sweet rice,Mandu (dumpling) soup,Cream tteokbokki (stir-fried rice cake),Seasoned salad with lettuce and apple in vinegar marinade,Sweet radish kimchi
404,Steamed red bean rice,Shrimp seaweed soup,Scrambled eggs with paprika,Seasoned salad with garlic stem,Sweet napa cabbage watery kimchi,S melon (50g),S yoghurt (100ml),Beef and aubergine over rice,Mini udon with fried tofu,Grilled sweet pumpkin,Tomato cheese salad,Water kimchi,S milk bread roll + strawberry jam,S milk (100ml),Steamed chestnut bean rice,Soy stew,Fish cutlet + tartar sauce,Seasoned salad with bellflower root,White kimchi
405,Steamed pearl barley rice,Mandu (dumpling) soup,Pan-fried shrimp and sea lettuce,Coleslaw,Young radish kimchi,S hard boiled egg (50g),S homestyle banana milk,Steamed sweet rice,Tofu shabu-shabu,Sirloin bulgogi with mushroom,Potato yoghurt salad,Ponytail radish kimchi,S mandarin (80g),S rice-based beverage,Rice with beans,Assorted mushroom stew,Stir-fried pork and lotus root with glass noodles,Stir-fried zucchini and dried shrimp,Water kimchi
406,Steamed corn rice,Mandu (dumpling) chicken stew,Braised pork shanks,Stir-fried dried shrimp and zucchini,Kohlrabi watery kimchi,S cheese,S orange juice (sugar-free),Pork and cabbage over rice,Fried tofu spring onion  soup,Deep-fried vegetables(sweet potato) with corn,Cucumber salad,Pickled beet,S banana (50g),S milk (150ml),Steamed sweet rice,Noodles in fish soup,Stir-fried jukkumi and vegetables in soy sauce,Steamed aubergine in sauce,Radish kimchi cubes
407,Steamed sweet rice,Kimchi tofu soup,Omelette with cheese,Cabbage salad (lemon dressing),Young radish water kimchi,S pear (100g),S milk (150ml),Stir-fried rice beef in oyster sauce,Crap soup,Sweet potato mattang,Macaroni and vegetable salad (mayonnaise),Sweet radish kimchi,S melon (75g),S rice punch,Steamed chestnut bean rice,Rich soy paste soup,(low-salt) braised chicken in teriyaki sauce,Seasoned salad with winter cabbage,Ponytail radish kimchi
408,Steamed black rice,Bean sprout beef stew,Pan-fried mushroom,Seasoned salad with cabbage,Cucumber kimchi,S milk bread roll,S walnut milk,Steamed sweet rice and brown rice,Tofu konjac soup,Stir-fried seafood and vegetables,Cucumber chive salad,White kimchi,S cheese,S orange juice,Deluxe rice with kimchi,Shrimp soup,Pan-fried vegetables with lotus root,Seasoned salad with wild chive and salted seaweed,Water kimchi
409,Steamed sweet rice,Napa cabbage soup,Stir-fried soft crab and vegetables,Seasoned young pumpkin,Pickled beet,S sweet pumpkin salad (mayonnaise),S tomato juice,Steamed mung bean rice,Mushroom stew,Stir-fried chicken in soy sauce without bones,Mixed noodles with vegetables,Radish kimchi cubes,empty,S banana shake,Bulgogi vegetable fried rice,Crown daisy fried fish cake soup,Pan-fried cuttlefish dumpling,empty,Ponytail radish kimchi
410,Stir-fried rice with eggs and mushroom,Seaweed miso paste soup,Pan-fried corn and carrot,Cabbage salad (lemon dressing),Pickled beet,S cheese,S orange juice (sugar-free),Steamed black rice,Sujebi with pumpkin and potato,Stir-fried chicken and pyogo mushroom,Seasoned curled mallow,Radish watery kimchi,empty,S homestyle blueberry milk,Rice with beans,Wild chive soy paste soup,Roasted pork,Seasoned salad with cucumber,Radish kimchi cubes
411,Steamed red bean rice,Potato seaweed soup,Soft tofu + marinade sauce,Braised black beans and walnut,Water kimchi,S orange (50g),S rice-based beverage,Beef and aubergine over rice,Mini udon with fried tofu,Grilled sweet pumpkin,Cabbage salad (lemon dressing),Pickled beet,empty,S sweet potato shake,Steamed pearl barley rice,Young pumpkin soup(clear),(low salt and sugar) steamed pork rib,Seasoned oyster mushroom,Cucumber kimchi
412,Steamed corn rice,Cold korean melon seaweed soup,Soy sauce-braised beef,Seasoned salad with winter cabbage,Ponytail radish kimchi,empty,S peach walnut smoothie,Cream spaghetti,empty,Deep-fried spring rolls,Potato yoghurt salad,Pickled beet,S cucumber stick,S rice punch,Steamed sweet rice,Mung bean jelly soup,Black soy tteokbokki (stir-fried rice cake),Dried radish,Sweet napa cabbage watery kimchi
413,Steamed mixed-grain rice (30),Dried shrimp curled mallow soy paste soup,Braised burdock slices and konjac,Stir-fried paprika and onion,Radish kimchi cubes,S red bean porridge,S green plum tea,Steamed sweet rice,Chicken stew(clear),Steamed fish and zucchini,Stir-fried winter mushroom,Pickled beet,S fruit salad,S homestyle banana milk,Beef and aubergine over rice,Oyster mushroom soup,Braised chicken(breast) in teriyaki sauce,Pan-fried clam and broccoli,Water kimchi
414,Steamed sorghum rice,Seaweed dried pollack soup,Rolled omelette,Fresh kimchi with chicory,Ponytail radish kimchi,S korean melon (100g),S milk (150ml),Japanese style beef over rice (kyudon),Bokchoy soup,Pan-fried potato and chive,Cabbage salad (sesame dressing),Kohlrabi watery kimchi,S sweet red bean porridge,empty,Steamed mixed-grain rice,Kimchi soup,Braised beef in soy sauce,Seasoned cucumber,Sweet napa cabbage watery kimchi
415,Steamed red bean rice,Mandu (dumpling) soup,Braised pork shank in soy sauce,Seasoned salad with bellflower root,Cucumber kimchi,S apple (50g),S milk (100ml),Beef and aubergine over rice,Young pumpkin soup(clear),Sweet potato mash with nuts,Cucumber and tomato salad (balsamic vinegar dressing),Kohlrabi watery kimchi,S soft tofu salad (oriental dressing),S rice-based beverage,Steamed corn rice,Assorted mushroom stew,Stir-fried octopus and vegetables,Stir-fried dried shrimp and zucchini,Radish kimchi cubes
416,Steamed corn rice,Mandu (dumpling) unpressed tofu stew,Stir-fried jukkumi and vegetables in soy sauce,Seasoned salad with broccoli in vinegar marinade,Water kimchi,S pear (50g),S sweet potato shake,Pork and cabbage over rice,Winter mushroom miso soup,Deep-fried vegetables(sweet potato) with corn,Stir-fried zucchini,Pickled beet,S cheese,S rice punch,Steamed sweet rice,Tofu shabu-shabu,(chilli powder-free) braised cutlassfish,Seasoned salad with bean sprout,Ponytail radish kimchi
417,Steamed sorghum rice (30),Red bean porridge,Braised eggs in soy sauce,Stir-fried broccoli and nuts,Sweet napa cabbage watery kimchi,S macaroni and vegetable salad,S milk (100ml),Steamed millet rice,Mussel soup(clear),Stir-fried pork and lotus root with glass noodles,Wild korean-leeks and shrimp pancake,Winter cabbage kimchi,S cheese stick,S orange juice,Steamed sweet rice and red bean,Young pumpkin soup,Stir-fried chicken and pyogo mushroom,Seasoned salad with winter celery in vinegar marinade,Radish kimchi cubes
418,Steamed chestnut bean rice,Curled mallow soup(clear),Stir-fried chicken and cabbage,Tofu with summer radish,Sweet napa cabbage watery kimchi,S cheese,S orange juice,Stir-fried rice with aubergine and vegetables,Potato soup,Pan-fried seafood and kimchi,Apple and lotus root salad,White kimchi,S bread with chestnut,S milk (150ml),Steamed mixed-grain rice,Pork back-bone stew,Stir-fried webfoot octopus and vegetables,Seasoned salad with bokchoy in vinegar marinade,Ponytail radish kimchi
419,Steamed brown rice,Pork shoulder kimchi soup,Rolled omelette,Bean sprout and mung bean jelly salad,Sweet napa cabbage watery kimchi,S cherry tomato (70g),S milk (150ml),Deluxe rice with pyogo mushroom and chwinamul,Curled mallow and river snail soup,Pan-fried seafood and spring cabbage,Stir-fried sweet potato stem,Young radish kimchi,S fruit salad,S sweet pumpkin rice punch,Steamed sweet rice (add),Whole chicken soup,Seasoned salad with winter cabbage,(low-salt) braised lotus root,Water kimchi
420,Steamed sorghum rice,Red bean porridge,Omelette with cheese,Seasoned salad with paprika in yuzu marinade,Radish kimchi cubes,empty,S tomato juice,Japanese style beef over rice (kyudon),Fried tofu spring onion soup,Roasted aubergine,Chicken tender salad (mustard dressing),Pickled beet,S cheese,S homestyle banana milk,Steamed sweet rice,Assorted mushroom stew,Roasted smoked duck with vagetable,Pan-fried vegetables,Ponytail radish kimchi
421,Steamed red bean rice,Octopus soup,"(low sodium, low sugar) braised pork and quail egg",Seasoned salad with shepherd's purse,Water kimchi,S watermelon (100g),S rice punch,Beef and aubergine over rice,Oyster mushroom soup,Chicken nuggets + sauce,Sweet potato salad with crushed nuts (yoghurt),Young radish water kimchi,S orange (50g),S milk (150ml),Steamed corn rice,Mini udon with fried tofu,Fish cutlet,Seasoned salad with sweet potato stem in soy paste,Cucumber kimchi
422,Steamed sorghum rice,Mandu (dumpling) soup,Steamed eggs with milk and vegetables,Seasoned salad with lettuce in vinegar marinade,White kimchi,empty,S homestyle banana milk,Japanese style beef over rice (kyudon),Zucchini salted shrimp soup,Pan-fried vegetables,Lettuce salad in yuzu marinade,Radish watery kimchi,S kiwi (50g),S milk (150ml),Steamed chestnut bean rice,Assorted mushroom stew,Steamed pork belly and sweet pumpkin,Seasoned salad with crown daisy and perilla seed,Pickled beet
423,Beef rice ball with seaweed flakes,Oyster mushroom soup,Scrambled eggs,(chilli powder-free) seasoned salad with chive and apple,Water kimchi,S kiwi (100g),S milk (150ml),Steamed corn rice,River snail soy paste soup,Braised pork shanks,Seasoned salad with bean sprout,Sweet napa cabbage watery kimchi,S fruit salad (yoghurt dressing),S misugaru (mixed grain powder),Steamed sweet rice,Seafood soup,Stir-fried tofu and vegetables in oyster sauce,Seasoned young pumpkin,Radish kimchi cubes
424,Stir-fried rice with eggs and mushroom,Fried tofu spring onion  soup,(low sodium) braised beef and walnut,Stir-fried summer radish,Sweet napa cabbage watery kimchi,S watermelon (100g),S homestyle blueberry milk,Steamed chestnut bean rice,Wild chive soy paste soup,Stir-fried tofu and glass noodles,Seasoned oyster mushroom,Green onion kimchi,S nuts,S orange juice (sugar-free),Steamed chestnut red bean sweet rice,Pork back-bone stew,Seasoned salad with cold chicken,Seasoned salad with winter celery in vinegar marinade,Cucumber kimchi
425,Steamed red bean rice,Mini-ball rice cake seaweed soup,Soy sauce-braised beef,Stir-fried summer radish,Radish kimchi cubes,S korean melon salad,S mango juice,Beef and aubergine over rice,Anchovy soy paste soup,Vegetable croquette,Tomato cheese salad,Pickled beet,empty,S homestyle banana milk,Steamed sweet rice,Mandu (dumpling) soup,Braised mackerel in marinade sauce,Stir-fried zucchini and dried shrimp,Water kimchi
426,Steamed sweet potato rice,Seaweed dried pollack soup,Steamed seafood and sweet pumpkin,Stir-fried paprika and onion,Radish watery kimchi,S milk bread roll,S orange juice (sugar-free),Steamed chestnut red bean sweet rice,Short rib beef soup(plate),Grilled pork and sweet rice (soy sauce),Dried radish,Sweet napa cabbage watery kimchi,S watermelon (100g),S milk with misugaru (mixed grain powder),Shrimp cream spaghetti,empty,Deep-fried spring rolls,Cabbage salad (lemon dressing),Pickled beet
427,Steamed chestnut bean rice,Oyster mushroom soup,Braised mackerel and daikon,Seasoned salad with bean sprout,Water kimchi,S handmade anchovy snack,S rice-based beverage,Bibimbap with summer radish,Zucchini salted shrimp soup,"Pork, lotus root, and vegetable pancake",Braised burdock slices,Cucumber kimchi,S apple (50g),S milk with misugaru (mixed grain powder),Steamed sweet rice,Mushroom beef soup,Deep-fried chicken,Steamed aubergine with marinade sauce,Ponytail radish kimchi
428,Steamed sweet rice,Non spicy beef stew,Braised burdock slices and konjac,Sedum and black sesame salad,Young radish water kimchi,S paprika stick,S black sesame soy milk (200ml),Japanese style beef over rice (kyudon),Young pumpkin soup(clear),Vegetable croquette,Seasoned winter mushroom,Pickled beet,S cheese,S tomato juice,Steamed sorghum rice,Mandu (dumpling) soup,(low-salt) braised chicken and sweet pumpkin,Seasoned salad with sweet potato stem in soy paste,Radish kimchi cubes
429,Steamed red bean rice,Clam sea lettuce soup,Braised halibut in marinade sauce,Seasoned bokchoy,Ponytail radish kimchi,S grape (100g),S walnut milk,Curried rice with chicken and potato + marinade sauce,Oyster mushroom soup,Pan-fried shrimp and sea lettuce,Macaroni and vegetable salad,Water kimchi,empty,S homestyle banana milk,Steamed chestnut bean rice,Tofu shabu-shabu,Stir-fried jukkumi and vegetables in soy sauce,Seasoned shepherd's purse,Cucumber kimchi
430,Steamed sorghum rice (30),Red bean porridge,Braised sweet potato and quail eggs,Stir-fried summer radish,Radish kimchi cubes,empty,S homestyle strawberry milk,Stir-fried rice with aubergine and vegetables,Napa cabbage soy paste soup,Pan-fried seafood and kimchi,Seasoned salad with winter celery in vinegar marinade,Sweet napa cabbage watery kimchi,S bokchoy porridge,S rice-based beverage,Steamed chestnut red bean sweet rice,Pork back-bone stew,Seasoned salad with cold chicken,Stir-fried tofu and glass noodles,Water kimchi
431,Steamed sweet rice (30),Sweet rice dough soup,Braised potato with cheese,Seasoned winter mushroom and chive,Ponytail radish kimchi,S fruit salad (yoghurt dressing),S green plum tea,Beef and aubergine over rice,Bean sprout soup(clear),Vegetable croquette,Lettuce salad,Kohlrabi watery kimchi,S cucumber carrot stick,S milk (150ml),Steamed red bean rice,Clam soy paste stew,Stir-fried beef and bokchoy,Seasoned bellflower root,Radish watery kimchi
432,Steamed chestnut bean rice,Wild chive soup,Steamed eggs with shrimp,Stir-fried zucchini with bean powder,Pickled beet,S sesame veggie porridge,S barley tea,Steamed sweet rice,Dried shrimp spinach soup,Braised chicken drumsticks and beef in soy sauce,Pan-fried brown kelp and potato,Young radish kimchi,S strawberry (100g),S milk with misugaru (mixed grain powder),Steamed sweet rice and red bean,Unpressedtofu stew,Stir-fried smoked duck and sweet pumpkin,Seasoned salad with paprika in yuzu marinade,Radish kimchi cubes
433,Steamed black rice,Seaweed soup with beef,Braised chicken in soy sauce,Seasoned winter mushroom and chive,Ponytail radish kimchi,S handmade anchovy snack,S orange juice,Steamed chestnut bean rice,Assorted mushroom stew,Pan-fried pollack(sliced),Stir-fried spring parsley,Water kimchi,empty,S banana shake,Japanese style beef over rice (kyudon),Young pumpkin soup(clear),Vegetable croquette,Lotus root and black sesame salad,Cucumber kimchi
434,Steamed sweet rice (add),Red bean porridge,Pan-fried tofu and carrot dumpling,Summer radish,Radish kimchi cubes,empty,S milk (150ml),Beef and aubergine over rice,Fried tofu spring onion  soup,Deep-fried shrimp in spicy sauce,Lettuce salad (balsamic vinegar dressing),Young radish water kimchi,S cheese,S tomato juice,Rice with beans,Octopus soup,Braised beef and burdock,Seasoned salad with daikon and apple,Pickled beet
435,Steamed red bean sweet rice,Seaweed mandu (dumpling) soup,Three-color steamed eggs,Stir-fried zucchini,Sweet napa cabbage watery kimchi,empty,S peach walnut smoothie,Steamed corn rice,Oyster mushroom soup,(chilli powder-free) braised mackerel,Seasoned salad with sweet potato stem in soy paste,Water kimchi,S raisin potato bowl,S orange juice,Steamed sweet rice and red bean,Bean sprout beef stew,Pork stir-fried with black bean paste,(chilli powder-free) seasoned salad with chive and apple,Young radish kimchi
436,Steamed rice (30),Zucchini soup(clear),Braised chicken(breast) in teriyaki sauce,Seasoned salad with bean sprout,Sweet napa cabbage watery kimchi,S cheese,S black sesame soy milk (100ml),Steamed sweet rice,Napa cabbage soy paste soup,Stir-fried jukkumi and vegetables in soy sauce,Seasoned oyster mushroom,Radish kimchi cubes,S handmade anchovy snack,S milk (200ml),Pork and cabbage over rice,Veggie soup,Mushroom dumpling,Cucumber salad,Pickled beet
437,Steamed sorghum rice,Assorted fried fish paste soup,Seasoned salad with cuttlefish in vinegar marinade,Stir-fried broccoli and nuts,Winter cabbage kimchi,S pineapple (50g),S rice-based beverage,Curried rice with beef,Udon (white wheat noodles) soup without noodles,Tofu tuna salad (yuzu dressing),Roasted potato with butter,Radish kimchi cubes,S sweet potato salad (mayonnaise),S milk (200ml),Steamed millet rice,Curled mallow soy paste stew,Grilled atka mackerel in curry,Seasoned salad with cucumber and paprika,Ponytail radish kimchi
438,Steamed red bean rice,Seaweed soup,Stir-fried pork and chive with glass noodles,Sedum and black sesame salad,Water kimchi,S cucumber carrot stick,S milk (150ml),Japanese style beef over rice (kyudon),Carrot soup,Mini-mandu (dumpling),Seasoned salad with paprika in yuzu marinade,Pickled beet,S handmade anchovy snack,S rice punch,Steamed sweet rice,Tofu shabu-shabu,Stir-fried jukkumi and vegetables in soy sauce,Seasoned salad with bean sprout,Radish kimchi cubes
439,Steamed sweet rice,Konjac fried fish paste soup,Pan-fried mung bean and kimchi,Seasoned canola,Ponytail radish kimchi,S soft tofu salad (oriental dressing),S milk (150ml),Steamed corn rice,Zucchini salted shrimp soup,Braised jukkumi in soy sauce,Steamed aubergine with marinade sauce,Young radish kimchi,S cheese,S mango juice,Pork and cabbage over rice,Mini udon with fried tofu,Fried mandu (dumpling),Banana apple kiwi salad,Water kimchi
440,Steamed red bean rice,Young pumpkin soup(clear),Braised chicken in soy sauce,Stir-fried bean sprout and glass noodles,Young radish water kimchi,S raisin potato bowl,S homestyle banana milk,Cream risotto,Veggie soup,Roasted shrimp with butter,Plum salad,Pickled beet,S kiwi (50g),S misugaru (mixed grain powder),Steamed chestnut bean rice,Mandu (dumpling) soup,Braised meat ball and paprika,Seasoned salad with shepherd's purse,Cucumber kimchi
441,Steamed sorghum rice,Potato seaweed soup,Braised beef and burdock,Seasoned winter mushroom,Water kimchi,S cucumber stick,S grape juice,Shrimp cream spaghetti,empty,Vegetable croquette,Korean melon salad,Pickled beet,S orange (50g),S milk (100ml),Steamed black rice,Tofu shabu-shabu,Braised spanish mackerel in teriyaki sauce,Fresh kimchi with spring parsley,Radish kimchi cubes
442,Beef and aubergine over rice,Oyster mushroom soup,Scrambled eggs with tomato,Cabbage salad (strawberry dressing),Pickled beet,empty,S homestyle banana milk,Rice (extra),Chicken stew(clear),Cream spaghetti,Braised anchovy and sweet napa cabbage,Cucumber kimchi,S blueberry (50g),S yoghurt (100ml),Steamed chestnut bean rice,Assorted mushroom stew,Pan-fried meat ball,Seasoned salad with korean melon and overripe cucumber,Sweet napa cabbage watery kimchi
443,Steamed corn rice,Unpressedtofu stew,Braised halibut and daikon,Seasoned salad with spring parsley,Young radish water kimchi,S cheese,S rice punch,Pork and cabbage over rice,Winter mushroom miso soup,Rice cake mash,Tofu salad in yuzu marinade,Pickled beet,S orange (50g),S walnut milk,Steamed sweet rice,Mandu (dumpling) chicken stew,Stir-fried vegetables and neobiani,Steamed aubergine with marinade sauce,Water kimchi
444,Steamed sweet rice,Sweet pumpkin daikon soup,"(low sodium, low sugar) soy sauce-braised beef",Seasoned salad with sweet potato stem in soy paste,White kimchi,empty,S peach walnut smoothie,Bibimbap with summer radish,Cold bean sprout soup(kelp stock),Three-color steamed eggs,Seasoned young pumpkin,Radish kimchi cubes,S cheese,S orange juice (sugar-free),Steamed chestnut bean rice,Ox bone soup + plain noodles,Stir-fried jukkumi and vegetables in soy sauce,(chilli powder-free) seasoned salad with chive and apple,Ponytail radish kimchi
