,morning_1,morning_2,morning_3,morning_4,morning_5,amsnack_1,amsnack_2,lunch_1,lunch_2,lunch_3,lunch_4,lunch_5,pmsnack_1,pmsnack_2,dinner_1,dinner_2,dinner_3,dinner_4,dinner_5
384,Steamed corn rice (30),Sakhalin surf-clam and seaweed soup,Pork stir-fried with black bean paste,Seasoned salad with bellflower root and pear,Radish watery kimchi,S cheese,S tomato juice,Beef and aubergine over rice,Spring onion egg  soup,Sweet potato mattang with black sesame,Macaroni corn salad,Young radish water kimchi,S raisin potato bowl,S milk (100ml),Steamed chestnut bean rice,Kimchi tofu stew,Stir-fried jukkumi and,Seasoned young pumpkin,Radish kimchi cubes
385,Steamed rice,Spring onion bean sprout soup,Braised tofu(fried) in soy sauce,Seasoned salad with cabbage,Radish watery kimchi,empty,S sweet potato shake,Tuna-mayo rice bowl,Miso paste broth,Deep-fried shrimp spring rolls,Fruit salad,Napa cabbage kimchi,empty,S milk with misugaru (mixed grain powder),Steamed chestnut rice,Potato zucchini soup,Stir-fried chicken and bokchoy,Seasoned salad with garlic stem,Young radish kimchi
386,Steamed sweet rice,Young pumpkin soup,Stir-fried pork in teriyaki sauce,Lettuce salad (lemon dressing),White kimchi,empty,S homestyle blueberry milk,Bibimbap with summer radish,Bean powder napa cabbage soup,Fried fish paste nuggets,Seasoned salad with perilla seeds and cucumber,Radish kimchi cubes,S cheese stick,S orange juice (sugar-free),Steamed chestnut bean rice,Zucchini salted shrimp stew,Grilled cutlassfish,(chilli powder-free) seasoned salad with chive and apple,Sweet napa cabbage watery kimchi
387,Steamed sorghum rice,Chicken spinach soup,Stir-fried smoked duck,Seasoned salad with paprika and apple in vinegar marinade,Water kimchi,S milk with misugaru (mixed grain powder),S milk with misugaru (mixed grain powder),Beef and aubergine over rice,S walnut milk,Chicken nuggets + mustard sauce,Paprika corn salad,Young radish water kimchi,S soft tofu salad (oriental dressing),S milk (100ml),Steamed corn rice,Octopus soup,Fish cutlet,Seasoned daikon,Cucumber kimchi
388,Steamed rice,Beef bone-broth green onion soup,Braised tofu,Grilled salted seaweed,Napa cabbage kimchi,S kiwi (50g),empty,Bibimbap with soy-based barley rice and summer radish,Potato soup,Grilled fish cake + ketchup,Paprika stick,Napa cabbage kimchi,S milk (100ml),empty,Steamed corn rice,Dried shrimp soy paste soup,Roasted pork(shoulder butt),Stir-fried zucchini with bean powder,Radish kimchi cubes
389,Steamed corn rice (30),Curled mallow soy paste stew,Braised konjac and quail eggs in soy sauce,Stir-fried oyster mushroom and carrot,Cucumber kimchi,S melon (50g),S yoghurt (100ml),Stir-fried rice with perilla leaves,Potato dough soup,Stir-fried soft crab and vegetables,Seasoned winter cabbage,Kohlrabi watery kimchi,S soft crab veggie soup,S mango juice,Steamed corn rice,Short-necked clam(shell-less) soup,Stir-fried shrimp in ketchup,Seasoned zucchini,Young radish kimchi
390,Steamed corn rice (30),Broccoli soup,Stir-fried tofu and vegetables in oyster sauce,Beans cooked in soy sauce,Water kimchi,S banana (50g),S yoghurt (100ml),Beef vegetable fried rice,Winter mushroom soup,Stir-fried jukkumi and vegetables in soy sauce,Seasoned salad with bellflower root,Pickled beet,S steamed potato,S rice punch,Steamed sweet rice,Kimchi fried fish paste soup,Braised meat ball in tomato sauce,Seasoned salad with sweet potato stem in soy paste,Young radish water kimchi
391,Steamed corn rice (30),Potato zucchini soup,Braised tofu and dried shrimp,Seasoned salad with sweet potato stem in soy paste,Radish kimchi cubes,S milk with misugaru (mixed grain powder),empty,Beef and aubergine over rice,empty,(homestyle) roasted pork roll with rice cake,Lettuce salad in yuzu marinade,Napa cabbage kimchi,S choux pastry,S mango juice,Steamed sweet rice,Assorted mushroom stew,Grilled corvina,Stir-fried potato(shredded),Napa cabbage kimchi
392,Stir-fried rice with vegetables,Miso paste broth,Quail eggs boiled down in soy sauce,Seasoned salad with lettuce and apple in vinegar marinade,Napa cabbage kimchi,empty,S orange juice,Steamed sweet potato rice,Cabbage mild seafood noodle soup,Pan-fried beef,Stir-fried summer radish,Water kimchi,empty,S yoghurt (100ml),Steamed pearl barley rice,Winter mushroom soy paste soup,Stir-fried pork and lotus root with glass noodles,Seasoned winter cabbage,Napa cabbage kimchi
393,Steamed sweet rice,Acorn jelly soup(hot),Stir-fried beef in oyster sauce,Seasoned salad with cucumber and paprika,Water kimchi,empty,empty,Steamed sweet rice,Fried tofu spring onion  soup,Fried eggs,Cabbage salad (thousand island dressing),Radish kimchi cubes,S korean melon (100g),S milk with misugaru (mixed grain powder),Steamed corn rice,Kimchi tofu soup,Braised cutlassfish,Steamed bean sprout,Young radish water kimchi
394,Steamed black rice (40),Oyster mushroom soup,Stir-fried jukkumi and vegetables in soy sauce,Seasoned curled mallow,Sweet radish kimchi,S homestyle strawberry milk,S yoghurt (100ml),Steamed rice with bean sprout and daikon,Sweet napa cabbage soy paste soup,Steamed beef and sweet pumpkin in soy sauce,empty,Radish kimchi cubes,S sweet potato mattang (sugar-glazed deep-fried sweet potato wedge),S milk (100ml),Steamed sweet rice,Mandu (dumpling) chicken stew,Pan-fried seafood(+shrimp) and chive,Steamed aubergine in sauce,Ponytail radish kimchi
395,Steamed sweet rice,Bean powder mugwort  soup,Steamed eggs with spinach,Braised lotus root and walnut,Cucumber kimchi,S homestyle blueberry milk,S milk with misugaru (mixed grain powder),Steamed sweet rice and red bean,Tofu clam soup,Barbequed pork and spring onion,Seasoned salad with paprika in yuzu marinade,Young radish kimchi,S soft tofu salad (oriental dressing),S green plum tea,Japanese style beef over rice (kyudon),Crab soup(clear),Stir-fried jukkumi and,Seasoned winter mushroom,Sweet radish kimchi
396,Rice (extra),Mushroom radish soup,Braised beef in soy sauce,Stir-fried three-color potato,Napa cabbage kimchi,S banana (50g),S yoghurt (100ml),Bibimbap with summer radish,Octopus soup,Barbequed beef and bokchoy,Fresh kimchi with chicory,Napa cabbage kimchi,S banana (50g),S green plum tea,Steamed red bean rice,Pork back-bone stew,Steamed halibut in marinade sauce,Pan-fried napa cabbage,Radish kimchi cubes
397,Steamed sweet rice,Carrot soup,Steamed eggs (40g),Seasoned herbs with aubergine,Pickled beet,S blueberry (50g),S yoghurt (100ml),Rice bowl with chicken in oyster sauce,Zucchini soy paste soup,Cucumber and tomato salad (balsamic vinegar dressing),empty,White kimchi,S sesame milk soup,S rice punch,Steamed corn rice,Mung bean jelly soup,Dumpling in fruit sauce,Seasoned salad with spicy bean sprout,Sweet radish kimchi
398,Steamed rice,Tofu zucchini soup,Stir-fried jukkumi and vegetables in soy sauce,Braised lotus root and peanut,Napa cabbage kimchi,S cheese,S homestyle strawberry milk,Steamed rice,Clam soy paste stew,Braised meat ball and paprika,Seasoned curled mallow,Pickled beet,S cranberry sweet rice cake,S grape juice,Steamed sweet rice,Mandu (dumpling) soup,Braised chicken(breast) in teriyaki sauce,Seasoned cabbage,Radish kimchi cubes
399,Steamed sweet rice,Sakhalin surf-clam and seaweed soup,Braised tofu in teriyaki sauce,Seasoned winter mushroom,Napa cabbage kimchi,S cheese,empty,Steamed rice with black soy seafood,Mushroom egg soup,(processed) deep-fried mandu (dumpling),empty,Radish kimchi cubes,S cranberry sweet rice cake,S orange juice,Steamed red bean rice,Dried shrimp soy paste soup,Stir-fried beef and sweet pepper,Seasoned thistle,Pickled beet
400,Steamed red bean rice,Young pumpkin soup(clear),Stir-fried fried fish paste bowl,Seasoned salad with paprika in yuzu marinade,Napa cabbage kimchi,empty,S yoghurt (100ml),Curried rice with chicken and potato + marinade sauce,Egg spring onion soup,Yoghurt fruit salad,empty,Radish watery kimchi,S sweet persimmon (50g),S homestyle blueberry milk,Steamed sweet rice,Mandu (dumpling) soup,Stir-fried jukkumi and vegetables in soy sauce,Seasoned curled mallow,Pickled beet
401,Steamed corn rice,Unpressed soup (mild flavor),Soy sauce-based pork bulgogi,Seasoned perilla leaf,Napa cabbage kimchi,S milk with misugaru (mixed grain powder),empty,Pork and cabbage over rice,Broccoli soup,Stir-fried jukkumi and vegetables in soy sauce,Daikon and pear salad,Napa cabbage kimchi,S milk with misugaru (mixed grain powder),S rice punch,Steamed pearl barley rice,Mild chicken stew,Stir-fried jukkumi and vegetables in soy sauce,Seasoned curled mallow,Radish kimchi cubes
402,Steamed chestnut bean rice (30),Kimchi tofu soup,Pork stir-fried with black bean paste,Fresh kimchi with spring parsley,Sweet napa cabbage watery kimchi,S milk with misugaru (mixed grain powder),empty,Beef and aubergine over rice,Mini udon (white wheat noodles) with soft crab,Macaroni and vegetable salad (mayonnaise),empty,Radish kimchi cubes,S steamed corn,S milk (150ml),Steamed black rice,Kimchi soup,Stir-fried jukkumi and vegetables in soy sauce,Fresh kimchi winter cabbage,Radish kimchi cubes
403,Steamed black rice,Potato soup,Pork stir-fried with black bean paste,Fresh kimchi with spring parsley,Ponytail radish kimchi,S orange (50g),empty,Japanese style beef over rice (kyudon),Assorted mushroom stew,Pan-fried pollack(sliced),Ketchup-braised fish cake,Water kimchi,empty,S banana shake,Stir-fried rice with beef and paprika,Fried tofu soup,Vegetable croquette,Lotus root and black sesame salad,White kimchi
404,Steamed sweet rice (add),Unpressed soup(clear),Seasoned salad with sweet potato stem in soy paste,Stir-fried chicken and vegetables,Napa cabbage kimchi,S banana (50g),S yakult,Japanese style beef over rice (kyudon),Young pumpkin soup(clear),Dumpling in fruit sauce,empty,Napa cabbage kimchi,S rice punch,Dried persimmon,Steamed sorghum rice (30),Zucchini  soup,Rolled omelette with ham,Seasoned oyster mushroom,Napa cabbage kimchi
405,Steamed sweet rice (add),Brown kelp and potato soup,Pan-fried seafood and kimchi,Seasoned salad with sedum in yuzu marinade,Water kimchi,S steamed corn,S green plum tea,Steamed sorghum rice,Assorted mushroom stew,Stir-fried beef and bokchoy,Braised burdock,Napa cabbage kimchi,S homestyle blueberry milk,empty,Japanese style beef over rice (kyudon),Mushroom chive soup,Vegetable croquette,Quail egg mayonnaise salad,Water kimchi
406,Steamed sorghum rice (30),Chicken breast seaweed soup,Stir-fried dried shrimp and cabbage,Braised burdock slices and konjac,Ponytail radish kimchi,S homestyle strawberry milk,empty,Stir-fried rice with broccoli and vegetables,Young pumpkin soup(clear),Pineapple dumpling + sauce,empty,Radish kimchi cubes,S steamed corn,S sweet pumpkin rice punch,Steamed corn rice,Tofu shabu-shabu,Barbequed beef and bokchoy,Seasoned winter mushroom,Ponytail radish kimchi
407,Steamed corn rice,Zucchini salted shrimp soup,Bean powder dried radish leaves soup,Seasoned salad with bean sprout,Napa cabbage kimchi,S korean melon (100g),S rice punch,Stir-fried rice with white kimchi,Chive soup,Stir-fried chicken in oyster sauce,empty,Radish kimchi cubes,S grilled sweet potato,empty,Curried rice with chicken and potato + marinade sauce,Pumpkin noodle soup,Steamed seafood,Seasoned butterbur,Pickled beet
408,Steamed mixed-grain rice (30),Tofu egg soup,Braised saesongyi mushroom and eggs in soy sauce,Fresh kimchi with spring parsley,Cucumber kimchi,empty,S milk with misugaru (mixed grain powder),Stir-fried rice with shrimp and garlic flakes,Dried bonito soy paste soup,Dumpling in sweet and sour sauce,empty,Pickled beet,S orange (50g),S milk with misugaru (mixed grain powder),Steamed black rice,Potato soup,Steamed pork rib and potato,Seasoned salad with perilla leaves in vinegar marinade,Water kimchi
409,Steamed sweet rice (add),Red bean porridge,Pan-fried vegetables and cuttlefish dumpling,Seasoned salad with canola,Radish watery kimchi,empty,S homestyle banana milk,Stir-fried rice with broccoli and vegetables,Fried tofu spring onion  soup,Deep-fried shrimp in spicy sauce,Lettuce salad (balsamic vinegar dressing),Young radish water kimchi,S cheese,S tomato juice,Rice with beans,Octopus soup,Stir-fried beef and shiitake mushroom,Seasoned salad with shepherd's purse,Pickled beet
410,Steamed sorghum rice,Assorted fried fish paste soup,Braised beef and walnut,Stir-fried summer radish,Radish kimchi cubes,empty,S homestyle blueberry milk,Stir-fried rice with chicken(meat only) and paprika,Napa cabbage soy paste soup,Pan-fried seafood and kimchi,Seasoned young pumpkin,Young radish water kimchi,empty,S milk with misugaru (mixed grain powder),Steamed chestnut red bean sweet rice,Pork back-bone stew,Seasoned salad with cold chicken,Lettuce salad in yuzu marinade,White kimchi
411,Steamed sweet rice,Sweet rice dough soup,Grilled atka mackerel in yuzu marinade,Braised potato with cheese,Ponytail radish kimchi,S grilled sweet potato,S green plum tea,Rice bowl with chicken in oyster sauce,Fried tofu spring onion  soup,Vegetable croquette,Vegetable salad (balsamic vinegar dressing),Kohlrabi watery kimchi,S grape tomato(35g),S milk (200ml),Steamed sweet rice,Assorted mushroom stew,Stir-fried beef and bokchoy,Seasoned bellflower root,Radish watery kimchi
412,Steamed mung bean rice (40),Tuna daikon soup,Braised pork roll with rice cake in soy sauce,Seasoned green bean sprout and carrot,Young radish water kimchi,S apple (50g),empty,Mapa tofu rice bowl (mild flavor),Young pumpkin soup(clear),Pineapple dumpling + sauce,empty,Pickled beet,S steamed sweet potato,S mango juice,Steamed sweet rice (add),Non spicy beef stew,Rolled omelette with salted seaweed,Seasoned herbs with aubergine,Ponytail radish kimchi
413,Steamed sweet rice,Winter mushroom soup,Steamed eggs with vegetables,(low salt and sugar) braised quail eggs in ketchup,White kimchi,S soft tofu salad (oriental dressing),S rice-based beverage,Rice with beef and bean sprouts + sauce,Fried tofu soup,Pan-fried pollack with perilla leaves,Seasoned salad with thred konjac and vegetables,Pickled beet,S milk with misugaru (mixed grain powder),S milk with misugaru (mixed grain powder),Curried rice with chicken and potato + marinade sauce,Mandu (dumpling) soup,Barbequed beef,Seasoned salad with aubergine,Kohlrabi watery kimchi
414,Steamed sweet rice (add),Bean powder summer radish soy paste soup,Pan-fried ham tuna and vegetables,Seasoned cucumber,Napa cabbage kimchi,S banana (100g),empty,Japanese style beef over rice (kyudon),Old pumpkin soup,Pan-fried mushroom,Seasoned winter mushroom and chive,Radish kimchi cubes,S milk (100ml),S soboro bun (streusel-like crusted bread),Steamed pearl barley rice (40),Mandu (dumpling) soup,Stir-fried tofu and glass noodles,Seasoned winter mushroom and chive,Napa cabbage kimchi
415,Steamed pearl barley rice,Wild chive soy paste soup,Stir-fried beef and cabbage,Soft tofu salad (oriental dressing),Radish kimchi cubes,empty,S homestyle strawberry milk,Steamed pearl barley rice,Wild chive soy paste soup,Roasted smoked duck with vagetable,Seasoned salad with perilla leaves in vinegar marinade,Napa cabbage kimchi,empty,S peach walnut smoothie,Beef and aubergine over rice,Tofu soup(clear),Steamed mandu (dumpling),Seasoned winter mushroom,Napa cabbage kimchi
416,Steamed sorghum rice,Assorted mushroom stew,Grilled spanish mackerel + marinade sauce,Stir-fried zucchini and dried shrimp,Napa cabbage kimchi,S cheese,S tomato juice,Beef and aubergine over rice,Young pumpkin soup(clear),Vegetable croquette,Seasoned winter mushroom,Pickled beet,empty,S homestyle banana milk,Steamed sweet rice,Assorted mushroom stew,Soy sauce-based pork bulgogi,Seasoned salad with bellflower root and cucumber,Napa cabbage kimchi
417,Rice with beans (40),Salted shrimp soup or stew,Pan-fried pink sausage,Seasoned cabbage,Radish kimchi cubes,S apple (50g),empty,Beef and aubergine over rice,Egg spring onion soup,Fried mandu (dumpling),empty,Napa cabbage kimchi,S muffin,S milk (100ml),Steamed sweet potato rice,Pollack stew(clear),Grilled short rib patties(beef),Fresh kimchi with lettuce and wild chive,Napa cabbage kimchi
418,Steamed chestnut bean rice (30),Oyster mushroom soup,Braised shrimp and lotus root,Stir-fried zucchini,Radish kimchi cubes,S cheese,empty,Beef japchae over rice,Egg spring onion soup,Deep-fried mandu (dumpling) + soy sauce with vinegar,Vegetable corn salad,Radish kimchi cubes,S tomato tofu salad,S milk (100ml),Steamed sweet rice and red bean,Kimchi soup(clear),Steamed chicken and sweet potato,Seasoned salad with bokchoy in vinegar marinade,White kimchi
419,Steamed sweet rice (add),Seaweed soup,Stir-fried tuna and vegetables,Seasoned green bean sprout,Napa cabbage kimchi,S raisin potato bowl,empty,Shrimp mushroom rice bowl,Kimchi tofu soup,Macaroni and vegetable salad (mayonnaise),empty,Radish kimchi cubes,S kiwi (50g),S orange juice,Steamed red bean rice (30),Chicken stew,Shrimp dumpling,Seasoned salad with cucumber,Young radish kimchi
420,Steamed sweet rice (30),Dried shrimp bean sprout soup,Braised potato and fried fish paste,Stir-fried oyster mushroom and carrot,Napa cabbage kimchi,S sweet pumpkin porridge,empty,Stir-fried rice with cheese and diced radish kimchi,Spring onion egg  soup,Deep-fried chicken in curry,empty,Young radish water kimchi,S apple (50g),S milk (100ml),Steamed sweet rice and red bean,Pork shoulder kimchi soup,Pan-fried pink sausage,Perilla leaf,Napa cabbage kimchi
421,Steamed corn rice,Konjac fried fish paste soup,Braised chicken(breast) in teriyaki sauce,Seasoned salad with cabbage slices,Radish kimchi cubes,S fruit salad (yoghurt dressing),S milk (100ml),Pork and cabbage over rice,Fried tofu spring onion soup,Pan-fried soft crab skewers,Seasoned salad with tomato and chicory,Napa cabbage kimchi,S melon (50g),S yakult,Steamed sweet rice,Rice cake dumpling soup (processed dumplings),Stir-fried cuttlefish + plain noodles,Seasoned young pumpkin,Napa cabbage kimchi
422,Rice with beans (40),Mini-ball rice cake seaweed soup,Steamed eggs with vegetables,Seasoned salad with sweet potato stem in soy paste,Water kimchi,S homestyle strawberry milk,empty,Japanese style beef over rice (kyudon),Oyster mushroom soup,Deep-fried mandu (dumpling) + soy sauce with vinegar,empty,Radish kimchi cubes,S milk (100ml),empty,Steamed sweet rice,Tofu shabu-shabu,Braised chicken(meat only) in teriyaki sauce,Seasoned salad with aubergine in marinade sauce,Napa cabbage kimchi
423,Beef rice ball with seaweed flakes,Miso soup,Stir-fried tomato and eggs,empty,Radish kimchi cubes,S milk with misugaru (mixed grain powder),empty,Steamed sweet rice,Mandu (dumpling) soup,Stir-fried jukkumi and vegetables in soy sauce,Seasoned curled mallow,Ponytail radish kimchi,S steamed bread,S rice-based beverage,Steamed sweet rice,Fried fish paste soup(clear),Pork stir-fried with black bean paste,Seasoned cucumber,Water kimchi
424,Steamed sorghum rice,Beef bone-broth green onion soup,Pan-fried sea lettuce,Seasoned salad with shepherd's purse,Radish kimchi cubes,S cheese,S milk with misugaru (mixed grain powder),Stir-fried rice beef in oyster sauce,Spring onion egg  soup,Root vegetable mattang,Seasoned salad with paprika in yuzu marinade,Radish kimchi cubes,S soft tofu salad (oriental dressing),S milk with misugaru (mixed grain powder),Steamed chestnut bean rice,Assorted mushroom stew,Grilled salmon + tartar sauce,Tomato cheese mash,Water kimchi
425,Steamed mung bean rice (40),Zucchini tofu salted shrimp soup or stew,Stir-fried chicken breast and chive,Braised anchovy and sweet napa cabbage,Pickled beet,S milk with misugaru (mixed grain powder),empty,Rice with beans,Fried tofu miso soup,Pan-fried seafood and chive,Apple salad (balsamic vinegar dressing),Pickled beet,S deep-fried crispy lotus root,S soy milk (100ml),Steamed chestnut bean rice,Mandu (dumpling) soup,Braised halibut and daikon,Seasoned salad with chwinamul and perilla seed,Young radish water kimchi
426,Steamed sweet rice (add),Red bean porridge,"Pork, lotus root, and vegetable pancake",Seasoned salad with sliced daikon,Radish watery kimchi,S cheese,empty,Steamed rice,Mandu (dumpling) soup,Braised cutlassfish and potato,Stir-fried zucchini with bean powder,Napa cabbage kimchi,empty,S homestyle banana milk,Shrimp cream spaghetti,empty,Stir-fried chicken steak,Sweet potato salad (mayonnaise),Pickled cucumber
427,Steamed sweet rice (add),Unpressed soup(clear),Braised fried fish paste bowl,Stir-fried zucchini,Water kimchi,S apple (50g),empty,Stir-fried rice beef in oyster sauce,Potato onion soup,Pan-fried mushroom,empty,Radish kimchi cubes,S banana apple kiwi salad,S orange juice,Steamed sorghum rice,Groundsel soy paste soup,Grilled cod,Stir-fried crad sticks and vegetables,Cucumber kimchi
428,Steamed chestnut bean rice (30),Mung bean jelly soup,Pan-fried winter mushroom with eggs,Seasoned salad with sweet potato stem in soy paste,Napa cabbage kimchi,S strawberry (100g),empty,Stir-fried rice with white kimchi,Tofu seaweed soy paste soup,Dumpling in sweet and sour sauce,empty,Radish kimchi cubes,S steamed potato,S milk (100ml),Steamed sweet rice,Beef napa cabbage soup,Braised saesongyi mushroom and eggs in soy sauce,Seasoned young pumpkin,Napa cabbage kimchi
429,Steamed corn rice (40),Rice cake dumpling soup (processed dumplings),Soy sauce-braised beef and eggs,Seasoned salad with wild chive and salted seaweed,Radish kimchi cubes,empty,S homestyle blueberry milk,Cuttlefish veggie rice bowl,Fried tofu spring onion  soup,Deep-fried vegetables(sweet potato) with corn,Banana apple kiwi salad,Pickled beet,S cheese,S orange juice (sugar-free),Steamed sweet rice,Clam and chive soup(clear),Braised pork shanks,Seasoned salad with broccoli and oyster mushroom,Radish kimchi cubes
430,Steamed black rice (40),Tofu potato soup,Braised konjac and quail eggs,Fresh kimchi winter cabbage,Napa cabbage kimchi,S muffin,S orange juice (sugar-free),Beef rice ball with seaweed flakes,Miso paste broth,Deep-fried shrimp,empty,Radish kimchi cubes,S apple (50g),S milk (150ml),Steamed sweet rice and red bean,Octopus soup,Ketchup-braised pork,Seasoned cabbage,Radish kimchi cubes
431,Steamed sorghum rice,Mini-ball rice cake seaweed soup,Stir-fried chicken breast in curry,Seasoned salad with salted seaweed,Napa cabbage kimchi,S korean melon (100g),empty,Beef and aubergine over rice,Spring onion egg  soup,Deep-fried sweet pumpkin,Tomato caprese salad,Napa cabbage kimchi,S grape tomato(35g),S homestyle blueberry milk,Steamed chestnut bean rice,Dried cabbage leaf soup(clear),Pork bulgogi with kimchi,Bean sprout spicy chewy noodles,Radish kimchi cubes
432,Steamed sweet potato rice,Beef soup,Braised tofu in ketchup,Cabbage salad (lemon dressing),Radish kimchi cubes,S milk (100ml),empty,Steamed brown rice,Fried fish paste soup,Steamed seafood and sweet pumpkin,Stir-fried zucchini and onion,Napa cabbage kimchi,S banana apple kiwi salad,S yoghurt (100ml),Steamed sweet rice and red bean,Sujebi with curled mallow,Grilled pork and sweet rice (soy sauce),Seasoned salad with perilla seeds and cucumber,White kimchi
433,Steamed sweet rice (add),Wild chive soy paste soup,Braised meat ball and paprika,Seasoned winter mushroom,Ponytail radish kimchi,S apple (50g),empty,Japanese style beef over rice (kyudon),Zucchini salted shrimp stew,Pan-fried dried shrimp and curled mallow,empty,Pickled beet,S fried mandu (dumpling),S orange juice,Steamed sweet rice,Chicken green bean sprout soup,Steamed tofu + stir-fried kimchi,Seasoned zucchini,Young radish water kimchi
434,Steamed corn rice (30),Zucchini salted shrimp stew,Braised paprika and fried fish paste,Seasoned salad with sweet potato stem in soy paste,Napa cabbage kimchi,S banana (50g),S yoghurt (100ml),Omelette rice,Oyster mushroom soup,Deep-fried shrimp,empty,Napa cabbage kimchi,S steamed rice cake with chestnut,S milk (100ml),Steamed sweet rice,Tofu shabu-shabu,Pan-fried sea lettuce,Seasoned salad with soft crab,Napa cabbage kimchi
435,Steamed brown rice,Potato zucchini soup,Stir-fried soft crab and paprika,Lotus root and black sesame salad,Pickled beet,empty,S milk with misugaru (mixed grain powder),Steamed sweet rice and red bean,Tofu soup(clear),Grilled short rib patties(beef),Seasoned carrot and green bean sprout,Napa cabbage kimchi,S apple (50g),S banana shake,Steamed pearl barley rice,Mandu (dumpling) chicken stew,Braised squid and radish,Seasoned salad with lettuce in yuzu marinade,Radish kimchi cubes
436,Steamed rice (30),Red bean porridge,Stir-fried zucchini and salted shrimp,Braised black beans,Napa cabbage kimchi,S homestyle blueberry milk,empty,Paprika rice ball with fried tofu,Mini-udon (white wheat noodles),Deep-fried chicken(meat only) nuggets,empty,Radish kimchi cubes,S honey-filled rice cake,S milk (100ml),Steamed sorghum rice,Pork back-bone stew,Royal-style tteokbokki (stir-fried rice cake),Seasoned salad with sedum in yuzu marinade,Radish kimchi cubes
437,Steamed red bean rice,Curled mallow soup(clear),Stir-fried chicken and cabbage,Seasoned curled mallow,Radish kimchi cubes,S kiwi (50g),S milk (200ml),Stir-fried rice with aubergine and vegetables,Potato soup,Braised sweet potato and quail eggs,Seasoned salad with sweet potato stem in soy paste,Napa cabbage kimchi,S homestyle blueberry milk,S milk with misugaru (mixed grain powder),Steamed chestnut red bean sweet rice,Pork back-bone stew,Stir-fried webfoot octopus and vegetables,Stir-fried summer radish,Radish watery kimchi
438,Steamed sorghum rice (30),Short-necked clam(shell-less) soup,Stir-fried vegetables and fried fish paste,Seasoned winter cabbage,Napa cabbage kimchi,empty,S homestyle banana milk,Hashed rice,Sweet pumpkin soy paste soup,Seasoned mandu (dumpling),empty,Radish kimchi cubes,S banana apple kiwi salad,S mango juice,Steamed sweet rice,Kimchi soup(clear),Braised spanish mackerel in teriyaki sauce,Pan-fried potato and lotus root,Radish kimchi cubes
439,Stir-fried rice with eggs and mushroom,Spring onion soup,Roasted potato with butter,Coleslaw,Napa cabbage kimchi,empty,empty,Steamed sorghum rice,Young pumpkin soup,Stir-fried chicken in soy sauce without bones,Seasoned curled mallow,Napa cabbage kimchi,S steamed rice cake,S barley tea,Steamed sweet rice,Pork back-bone stew,Braised korean kebab in soy sauce,Pan-fried seafood and spring cabbage,Perilla leaf kimchi
440,Steamed rice (30),Tofu soup(clear),Steamed dried pollack,Seasoned salad with sweet potato stem in soy paste,Sweet napa cabbage watery kimchi,S sesame milk soup,S yoghurt (100ml),Steamed sweet rice,Oyster mushroom soup,Tteokbokki (stir-fried rice cake),empty,Radish kimchi cubes,S boiled sweet potato,S milk (100ml),Steamed sweet rice,Corn soup,Shrimp cutlet,Cabbage salad,Radish kimchi cubes
441,Steamed black rice,Crab soup(clear),Braised pork and devil's tongue jelly,Seasoned salad with aubergine in marinade sauce,Napa cabbage kimchi,S kyogo grape (100g),empty,Beef pineapple fried rice,Fried tofu spring onion  soup,Pan-fried tuna and paprika,Lotus root and black sesame salad,Radish watery kimchi,S muffin,S milk (100ml),Steamed sorghum rice,Tofu shabu-shabu,Roasted chicken + sauce,Stir-fried zucchini and dried shrimp,Napa cabbage kimchi
442,Barbequed beef rice ball,Chive shrimp soup,empty,Potato raisin salad,Napa cabbage kimchi,empty,empty,Omelette rice,Assorted mushroom stew,Boneless chicken steak with sauce,Tomato tofu salad,Radish kimchi cubes,empty,S milk with misugaru (mixed grain powder),Steamed rice,Chicken spinach soup,Bean sprout and mung bean jelly salad,Seasoned salad with cuttlefish in vinegar marinade,Radish watery kimchi
443,Steamed corn rice (30),Bean sprout daikon soup,Grilled spanish mackerel,Seasoned zucchini,Napa cabbage kimchi,S korean melon (100g),S sweet pumpkin rice punch,Japanese style beef over rice (kyudon),Mini udon with fried tofu,Roasted potato with butter,Coleslaw,Napa cabbage kimchi,S egg toast,S milk (100ml),Curried rice with chicken and potato + marinade sauce,Zucchini salted shrimp stew,Barbequed pork belly and cuttlefish (mild flavor),Seasoned salad with sweet potato stem in soy paste,Young radish water kimchi
444,Steamed sweet rice,Unpressed tofu soup,Cheese scrambled eggs,Sweet potato stem with herbs,Radish kimchi cubes,S milk (100ml),empty,Stir-fried rice with shrimp in curry,Clear little neck clam soup,Roasted potato and ham with butter,Cucumber salad,Radish kimchi cubes,S milk with misugaru (mixed grain powder),S sweet pumpkin rice punch,Steamed sorghum rice,Assorted mushroom stew,Stir-fried vegetables and neobiani,Seasoned salad with bean sprout,Napa cabbage kimchi
445,Steamed chestnut bean rice,Kimchi soup(clear),Beef japchae,Seasoned salad with bean sprout,Radish kimchi cubes,empty,S milk (100ml),Soy paste rice bowl with soft tofu,Oyster mushroom soup,Dumpling in sweet and sour sauce,Cabbage salad (lemon dressing),Radish kimchi cubes,empty,S orange juice (sugar-free),Steamed pearl barley rice,Mild chicken stew,Steamed pork belly and sweet pumpkin,Seasoned salad with spring parsley in soy sauce,Water kimchi
